"CODE_TYPE","CODE_ID","CODE_DESCR"
"COURSE","PC-EDINTV","Postgraduate Certificate in Educational Intervention"
"COURSE","PC-EDRES","Postgraduate Certificate in Educational Research"
"COURSE","PC-EVAL","Postgraduate Certificate in Evaluation"
"COURSE","PC-MATH10","Postgraduate Certificate in Mathematics Teaching (Years 7-10)"
"COURSE","PC-MLEA","Postgraduate Certificate in Modern Languages Education (Stream A)"
"COURSE","PC-NPNICU","Postgraduate Certificate in Nursing Practice (Neonatal Intensive Care)"
"COURSE","PC-PCNURS","Postgraduate Certificate in Primary Care Nursing"
"COURSE","PC-PHTYEWH","Postgraduate Certificate in Physiotherapy (Exercise and Women's Health)"
"COURSE","PC-SCM","Postgraduate Certificate in Supply Chain Management"
"COURSE","PC-TESOLA","Postgraduate Certificate in TESOL (Stream A)"
"COURSE","PC-TESOLB","Postgraduate Certificate in TESOL (Stream B)"
"COURSE","PC-TSS","Postgraduate Certificate in the Teaching of Shakespeare"
"COURSE","PC-VOICEST","Postgraduate Certificate in Voice Studies"
"COURSE","PC-VPHEAD","Postgraduate Certificate in Veterinary Public Health (EAD)"
"COURSE","PD-ACTSCI","Postgraduate Diploma in Actuarial Science"
"COURSE","PD-ANIMSC","Postgraduate Diploma in Animal Science"
"COURSE","PD-ARTS","Postgraduate Diploma in Arts"
"COURSE","PD-BFIREPM","Postgraduate Diploma in Bushfire Planning and Management"
"COURSE","PD-BUSHFMG","Postgraduate Diploma in Bushfire Management"
"COURSE","PD-CU","Postgraduate Diploma in Clinical Ultrasound"
"COURSE","PD-ISLMSTU","Postgraduate Diploma in Islamic Studies"
"COURSE","PD-NPNICU","Postgraduate Diploma in Nursing Practice (Neonatal Intensive Care)"
"COURSE","PD-VOICEST","Postgraduate Diploma in Voice Studies"
"COURSE","PD-VPHEAD","Postgraduate Diploma in Veterinary Public Health (EAD)"
"COURSE","PR-ARTSED","Professional Certificate in Arts Education"
"COURSE","PR-BA","Professional Certificate in Business Administration"
"COURSE","PR-C001","Professional Certificate in Instructional Leadership"
"COURSE","PR-CLT","Professional Certificate in Chinese Language Teaching"
"COURSE","PR-EAL","Professional Certificate in EAL"
"COURSE","PR-EBT","Professional Certificate in Evidence-Based Teaching"
"COURSE","PR-EDASC","Professional Certificate in Education (Autism Spectrum Conditions)"
"COURSE","PR-EDNEURO","Professional Certificate in Educational Neuroscience"
"COURSE","PR-EDPOSED","Professional Certificate in Education (Positive Education)"
"COURSE","PR-GWINEST","Professional Certificate in Global Wine Studies"
"COURSE","PR-IAP","Professional Certificate in Introductory Academic Program"
"COURSE","PR-LANGASS","Professional Certificate in Language Assessment"
"COURSE","PR-MHPRAC","Professional Certificate in Mental Health Practice"
"COURSE","PR-POSPSYC","Professional Certificate in Positive Psychology"
"COURSE","PR-SCM","Professional Certificate in Supply Chain Management"
"COURSE","PR-TCHCLIN","Professional Certificate in Teaching (Clinical)"
"COURSE","PR-WRKLEAD","Professional Certificate in Workplace Leadership"
"COURSE","Q01AA","Postgraduate Diploma in Production"
"COURSE","Q02AA","Postgraduate Diploma in Performance Creation"
"COURSE","SA-PG","Study Abroad Postgraduate"
"COURSE","SA-RES","Study Abroad Research"
"COURSE","SA-UG","Study Abroad Undergraduate"
"COURSE","SC-ADED","Specialist Certificate in Anterior and Dry Eye Disorders"
"COURSE","SC-AGEING","Specialist Certificate in Ageing"
"COURSE","SC-ASW","Specialist Certificate in Advanced Social Work"
"COURSE","SC-BLOODMF","Specialist Certificate in Blood Management Foundations"
"COURSE","SC-CCCONS","Specialist Certificate in Cross-Cultural Conservation and Heritage"
"COURSE","SC-CCNURS","Specialist Certificate in Critical Care Nursing"
"COURSE","SC-CLNLEAD","Specialist Certificate in Clinical Leadership"
"COURSE","SC-CNCRNUR","Specialist Certificate in Cancer Nursing"
"COURSE","SC-CNCRSC","Specialist Certificate in Cancer Sciences"
"COURSE","SC-CRHLTH","Specialist Certificate in Creativity and Health"
"COURSE","SC-CRIMFD","Specialist Certificate in Criminology (Forensic Disability)"
"COURSE","SC-CURLEAD","Specialist Certificate in Curriculum Leadership"
"COURSE","SC-ECODES","Specialist Certificate in Economic Design"
"COURSE","SC-EHAC","Specialist Certificate in Empowering Health in Aboriginal Communities"
"COURSE","SC-EYEBANK","Specialist Certificate in Eye Banking"
"COURSE","SC-GARD","Specialist Certificate in Glaucoma and Retinal Disease"
"COURSE","SC-GCLAW","Specialist Certificate in Global Competition Law"
"COURSE","SC-GREEN","Specialist Certificate in Green Roofs and Walls"
"COURSE","SC-HHS","Specialist Certificate in Health and Human Services"
"COURSE","SC-IMPSC","Specialist Certificate in Implementation Science"
"COURSE","SC-LAWDT","Specialist Certificate in Law (Digital Law and Technological Innovation)"
"COURSE","SC-LDSHIP","Specialist Certificate in Leadership"
"COURSE","SC-LEADPS","Specialist Certificate in Leadership (Professional Services)"
"COURSE","SC-LPEDP","Specialist Certificate in Leadership of Professional Education Practice"
"COURSE","SC-MGTNOD","Specialist Certificate in the Management of Neuro-Ophthalmic Disorders"
"COURSE","SC-MNOD","Specialist Certificate in the Management of Neural-Ophthalmic Disorders"
"COURSE","SC-MPP","Specialist Certificate in the Management of Paediatric Patients"
"COURSE","SC-NEOCARE","Specialist Certificate in Neonatal Care"
"COURSE","SC-NP","Specialist Certificate in Nursing Practice"
"COURSE","SC-NPACC","Specialist Certificate in Nursing Practice (Acute and Complex Care)"
"COURSE","SC-OPTMGMT","Specialist Certificate in Operations Management"
"COURSE","SC-PA","Specialist Certificate in Public Administration"
"COURSE","SC-PAADV","Specialist Certificate in Public Administration (Advanced)"
"COURSE","SC-PALCARE","Specialist Certificate in Palliative Care"
"COURSE","SC-REHABSC","Specialist Certificate in Rehabilitation Science"
"COURSE","SC-RESPRSC","Specialist Certificate in Research Practice for Scientists"
"COURSE","SC-SCE","Specialist Certificate in Strategic Communications and Engagement"
"COURSE","SC-TGR","Specialist Certificate in Teaching for Graduate Researchers"
"COURSE","SC-TRAVMED","Specialist Certificate in Travel Medicine"
"COURSE","T04AA","Bridging Program - Economics & Commerce"
"COURSE","T08AA","Bridging Program - Law"
"COURSE","T10PT","Complementary Course - Melbourne Business School"
"COURSE","T42AA","Enabling Course - Law"
"COURSE","T44AA","Enabling Course - Economics & Commerce"
"COURSE","T45AA","Enabling Course - Psychology (Behavioural Science)"
"COURSE","T46AA","Enabling Course - Architecture, Building & Planning"
"COURSE","U01AA","Graduate Certificate in Organisational Leadership"
"COURSE","U02AA","Graduate Diploma in Organisational Leadership"
"COURSE","U03AA","Professional Certificate in Management"
"COURSE","U04AA","Graduate Certificate in Management"
"COURSE","V01AV","Postgraduate Certificate in Avian Health"
"COURSE","V18AA","Doctor of Philosophy - Land and Environment"
"COURSE","XC-PG","Cross-Institutional Study (Postgraduate)"
"COURSE","XC-UG","Cross-Institutional Study (Undergraduate)"
"COURSE","XU-VETAGSC","Cross-Institutional Study (UG) - Veterinary and Agricultural Sciences"
"FACULTY","006","Vice-Chancellor's Office"
"FACULTY","008","DVC (University Affairs)"
"FACULTY","010","DVC (Engagement)"
"FACULTY","011","Marketing"
"FACULTY","014","Provost Department"
"FACULTY","015","Senior Vice-Principal"
"FACULTY","016","Chief Financial Officer"
"FACULTY","018","University Systems Project"
"FACULTY","019","Commercialisation"
"FACULTY","020","Office of the Vice Principal and Academic Registrar"
"FACULTY","021","Murrup Barak Melbourne Institute for Indigenous Development"
"FACULTY","022","University Planning Office"
"FACULTY","024","Melbourne Research"
"FACULTY","027","General Counsel and Legal Services"
"FACULTY","029","Vice-Principal and General Counsel"
"FACULTY","030","Academic Enrichment Services"
"FACULTY","031","Student Programs"
"FACULTY","032","University Secretary"
"FACULTY","033","Office of Admissions"
"FACULTY","034","Student Administration"
"FACULTY","035","Wellbeing Services"
"FACULTY","036","Risk Management Office"
"FACULTY","038","The Ian Potter Museum of Art"
"FACULTY","039","Student Services Portfolio"
"FACULTY","041","Human Resources"
"FACULTY","050","Financial Operations"
"FACULTY","058","Finance and Accounting"
"FACULTY","066","Internal Audit"
"FACULTY","074","Design and Print Centre"
"FACULTY","077","Property and Campus Services"
"FACULTY","090","Markets Development"
"FACULTY","091","Melbourne International"
"FACULTY","092","Asialink"
"FACULTY","095","Advancement"
"FACULTY","097","Finance and Planning"
"FACULTY","100","Arts"
"FACULTY","101","Asian Studies"
"FACULTY","102","Australian Centre"
"FACULTY","103","Computer Facility"
"FACULTY","104","Classics & Archaeology"
"FACULTY","105","School of Creative Arts"
"FACULTY","106","Culture and Communication"
"FACULTY","107","Sch.ArtHist,Cinema,Class&Arch."
"FACULTY","108","Centre for Cultural Materials Conservation"
"FACULTY","109","School of Languages"
"FACULTY","110","Asia Institute"
"FACULTY","111","Fine Arts"
"FACULTY","112","Arts & Music Student Centre"
"FACULTY","114","Graduate School of Humanities and Social Sciences"
"FACULTY","115","Ctre for Ancient & Class.Lang."
"FACULTY","116","French & Italian Studies"
"FACULTY","119","Languages and Linguistics"
"FACULTY","121","Social and Environmental Enquiry"
"FACULTY","126","German & Swedish Studies"
"FACULTY","131","Historical and Philosophical Studies"
"FACULTY","136","History and Philosophy of Science"
"FACULTY","141","Indian & Indonesian Studies"
"FACULTY","145","Centre-Communicat.Skills & ESL"
"FACULTY","146","Indonesian & Malayan Studies"
"FACULTY","149","Italian"
"FACULTY","150","Language Studies"
"FACULTY","151","Melbourne School of Government"
"FACULTY","156","Asian Languages"
"FACULTY","158","Japanese and Chinese"
"FACULTY","161","Philosophy, Anthropology and Social Inquiry"
"FACULTY","166","Social and Political Sciences"
"FACULTY","170","Applied Lingust.& Lang Studs."
"FACULTY","171","School of Behavioural Science"
"FACULTY","175","Linguistics & Applied Linguist"
"FACULTY","176","Linguistics & Languages Stud."
"FACULTY","178","Linguistics"
"FACULTY","181","Middle Eastern Studies"
"FACULTY","183","Horwood Language Centre"
"FACULTY","191","Criminology"
"FACULTY","196","Social Work"
"FACULTY","200","Melbourne School of Land and Environment"
"FACULTY","201","LFR Student Centre"
"FACULTY","202","Inst.of Land & Food Resources"
"FACULTY","203","Vocational Education and Training"
"FACULTY","204","Sch.of Agricult.& Food Systems"
"FACULTY","205","Crop Production"
"FACULTY","206","Resource Mgt & Horticulture"
"FACULTY","207","Resource Management and Geography"
"FACULTY","208","Agriculture and Food Systems"
"FACULTY","209","Food Science and Agribusiness"
"FACULTY","211","Forestry"
"FACULTY","212","Agriculture & Resource Mngt"
"FACULTY","220","Forest and Ecosystem Science"
"FACULTY","230","Dental Science-Gen (Pre 1990)"
"FACULTY","233","Dental Medicine & Surgery"
"FACULTY","236","Preventive & Community Dent."
"FACULTY","241","Restorative Dentistry"
"FACULTY","250","Veterinary Science (General)"
"FACULTY","251","Veterinary & Agricultural Sciences"
"FACULTY","254","Veterinary and Agricultural Sciences"
"FACULTY","255","Veterinary Science Student Centre"
"FACULTY","256","Melbourne Veterinary School"
"FACULTY","257","Veterinary Clinical Sciences"
"FACULTY","258","Veterinary Biosciences"
"FACULTY","259","Agriculture and Food"
"FACULTY","260","Vet. Pre-Clinical Sciences"
"FACULTY","270","Vet. Para-Clinical Sciences"
"FACULTY","280","Veterinary Clinical Sciences"
"FACULTY","286","Veterinary Hospital"
"FACULTY","300","Business and Economics"
"FACULTY","302","International Business"
"FACULTY","304","Graduate School of Business and Economics"
"FACULTY","306","Accounting and Business Information Systems"
"FACULTY","308","Business Law"
"FACULTY","311","Commerce & Business Admin."
"FACULTY","312","Commerce Student Centre"
"FACULTY","316","Economics"
"FACULTY","317","Business Admin. - Economics"
"FACULTY","320","Business Administration"
"FACULTY","321","Regional & Urban Econ.Studies"
"FACULTY","325","Management and Marketing"
"FACULTY","326","Business Devt.& Corporate His."
"FACULTY","327","Management & Indust.Relations"
"FACULTY","328","Actuarial Studies"
"FACULTY","331","Economic Research"
"FACULTY","333","Finance"
"FACULTY","336","Melbourne Institute of Applied Economic and Social Research"
"FACULTY","339","Melbourne Entrepreneurial Centre"
"FACULTY","340","Melbourne School of Professional and Continuing Education"
"FACULTY","341","Legal Studies"
"FACULTY","359","Office for Environmental Programs"
"FACULTY","360","Melbourne School of Graduate Research"
"FACULTY","400","Engineering"
"FACULTY","405","Engineering Student Centre"
"FACULTY","406","Agricultural Engineering"
"FACULTY","411","Chemical and Biomolecular Engineering"
"FACULTY","412","Biomedical Engineering"
"FACULTY","413","Chemical and Biomedical Engineering"
"FACULTY","414","Electrical, Mechanical and Infrastruct Engin"
"FACULTY","418","Computing and Information Systems"
"FACULTY","421","Civil and Environmental Engineering"
"FACULTY","430","Sch.of Elect.Eng.& Comp.Sci."
"FACULTY","431","Electrical and Electronic Engineering"
"FACULTY","432","Infrastructure Engineering"
"FACULTY","433","Computer Science and Software Engineering"
"FACULTY","436","Mechanical Engineering"
"FACULTY","441","Mining & Metallurgy"
"FACULTY","446","Mining"
"FACULTY","451","Geomatics"
"FACULTY","456","Industrial Science"
"FACULTY","460","Melbourne Graduate School of Education"
"FACULTY","465","Education Student Centre"
"FACULTY","466","Dept.Of Early Childhood Stud."
"FACULTY","468","Vocational Ed. & Training"
"FACULTY","471","School of Education"
"FACULTY","472","Learning and Educ. Development"
"FACULTY","474","School Exper&Profess.Practice"
"FACULTY","475","Ed. Psychology & Special Ed."
"FACULTY","476","Learning,Assesment & Spec.Educ"
"FACULTY","477","Curriculum Teach. & Learning"
"FACULTY","479","Social & Educational Studies"
"FACULTY","480","Librarian.Info.Mgmt & Bus.St."
"FACULTY","481","Sch.of Humanities & Info St.Ed"
"FACULTY","482","Educational Policy & Management"
"FACULTY","483","Language & Literacy Education"
"FACULTY","485","Dept Of Sci & Maths Education"
"FACULTY","486","School of Science & Maths Ed."
"FACULTY","491","Sch.of Visual & Perf.Arts Ed."
"FACULTY","492","School of Visual & Perf. Arts"
"FACULTY","495","Policy Context & Evaluatn St."
"FACULTY","497","Centre for the Study of Higher Education"
"FACULTY","498","Dept.Educational Dev.& Eval."
"FACULTY","500","Medicine, Dentistry and Health Sciences"
"FACULTY","501","Key Centre for Women's Health"
"FACULTY","502","Centre for Study of Hlth & Soc"
"FACULTY","503","Education Unit"
"FACULTY","504","Rural Health Academic Centre"
"FACULTY","505","Population Health"
"FACULTY","506","School of Population Health"
"FACULTY","507","Centre for Youth Mental Health"
"FACULTY","508","Centre for Neuroscience Research"
"FACULTY","509","Nossal Institute for Global Health"
"FACULTY","510","Melbourne Medical School"
"FACULTY","511","Melbourne Dental School"
"FACULTY","512","Melbourne School of Psychological Sciences"
"FACULTY","513","Physiotherapy"
"FACULTY","514","Nursing"
"FACULTY","515","MDHS Student Centre"
"FACULTY","516","Anatomy and Neuroscience"
"FACULTY","517","Medical History"
"FACULTY","518","Centre for Cancer Research"
"FACULTY","519","Centre for Digital Transformation of Health"
"FACULTY","520","Otolaryngology"
"FACULTY","521","Biochemistry and Molecular Biology"
"FACULTY","522","Medicine, Northern Health"
"FACULTY","523","Medicine, Western Health"
"FACULTY","524","Surgery, Northern Health"
"FACULTY","525","Surgery, Western Health"
"FACULTY","526","Microbiology and Immunology"
"FACULTY","527","MDU Microbiology"
"FACULTY","530","School of Biomedical Sciences"
"FACULTY","531","Pathology"
"FACULTY","532","Biomedical Sciences Academic Centre"
"FACULTY","533","Baker Department of Cardiometabolic Health"
"FACULTY","534","Pharmacology"
"FACULTY","536","Physiology"
"FACULTY","540","Austin Hospital - General"
"FACULTY","541","Clinical Sch Repat Hospital"
"FACULTY","543","Medicine - Austin Health"
"FACULTY","546","Surgery - Austin Health"
"FACULTY","547","Microbiology - Austin"
"FACULTY","548","Clinical School - Austin Health"
"FACULTY","550","Royal Melbourne Hospital Academic Centre"
"FACULTY","551","Medical Education"
"FACULTY","552","Surgery"
"FACULTY","553","Medicine - Royal Melbourne and Western Hospitals"
"FACULTY","554","Psychiatry"
"FACULTY","555","Radiology"
"FACULTY","556","Surgery - Royal Melbourne and Western Hospital"
"FACULTY","557","Medicine and Radiology"
"FACULTY","558","Clinical School - Royal Melbourne and Western Hospital"
"FACULTY","560","St Vincent's Hospital - Gen."
"FACULTY","563","Medicine - St Vincent's Hospital"
"FACULTY","566","Surgery - St Vincent's Hospital"
"FACULTY","568","Clinical School - St Vincent's Hospital"
"FACULTY","569","Clinical Pathology"
"FACULTY","570","School of Health Sciences"
"FACULTY","571","Paediatrics Royal Children's Hospital"
"FACULTY","572","Clinical School - RCH"
"FACULTY","573","Royal Vic Eye & Ear Hosp-Gen."
"FACULTY","574","Clin.Sch.-Eye & Ear Hospital"
"FACULTY","576","Ophthalmology Eye and Ear Hospital"
"FACULTY","577","Otolaryngology Eye and Ear Hospital"
"FACULTY","578","Royal Women's Hosp.- General"
"FACULTY","579","Obstetrics and Gynaecology Royal Women's Hospital/Mercy"
"FACULTY","581","Clinical School - RWH"
"FACULTY","585","General Practice"
"FACULTY","586","Clinical Sch Peter Maccallum"
"FACULTY","587","Rural Health"
"FACULTY","590","North West Academic Centre"
"FACULTY","591","Clinical School Mt.Royal"
"FACULTY","592","Psychiatry - Royal Park"
"FACULTY","593","Obstet.& Gynaecology - Mercy"
"FACULTY","594","Clinical School  Mercy"
"FACULTY","595","Clinical and Biomedical Sciences"
"FACULTY","596","Clinical School  Larundel"
"FACULTY","597","Medical Biology (W.E.H.I.)"
"FACULTY","598","Forensic Medicine"
"FACULTY","602","Science Student Centre"
"FACULTY","603","Science"
"FACULTY","604","Australian Mathematical Sciences Institute"
"FACULTY","606","Botany"
"FACULTY","610","Chemistry"
"FACULTY","615","Information Systems"
"FACULTY","617","Mathematical Sciences"
"FACULTY","618","Mathematics"
"FACULTY","619","Statistics"
"FACULTY","620","Mathematics and Statistics"
"FACULTY","622","Computer Science"
"FACULTY","623","(School of) Geography"
"FACULTY","624","Forestry"
"FACULTY","625","Earth Sciences"
"FACULTY","626","Geology"
"FACULTY","630","School of Biological Sciences"
"FACULTY","631","Meteorology"
"FACULTY","640","Physics"
"FACULTY","650","Biology Laboratory"
"FACULTY","652","Genetics"
"FACULTY","654","Zoology"
"FACULTY","655","Optometry and Vision Sciences"
"FACULTY","657","Pharmaceutical Science"
"FACULTY","659","Human Movement Studies"
"FACULTY","660","RAAF Academy"
"FACULTY","700","Architecture & Planning"
"FACULTY","702","Architecture, Building and Planning"
"FACULTY","704","Environments Student Centre"
"FACULTY","705","Environmental Planning"
"FACULTY","720","Education"
"FACULTY","724","Centre Study Higher Education"
"FACULTY","730","Law"
"FACULTY","732","Law"
"FACULTY","734","Law Student Centre"
"FACULTY","740","Music"
"FACULTY","741","Victorian College of the Arts and Melbourne Conservatorium of Music"
"FACULTY","742","School of Music"
"FACULTY","743","Film and Television"
"FACULTY","750","Victorian College of the Arts"
"FACULTY","752","VCA Student Centre"
"FACULTY","753","School of Performing Arts"
"FACULTY","754","VCA Student Administration"
"FACULTY","755","School of Art"
"FACULTY","756","School of Dance"
"FACULTY","757","School of Drama"
"FACULTY","758","School of Music (VCA)"
"FACULTY","759","School of Film and TV"
"FACULTY","760","Victorian College Of Pharmacy"
"FACULTY","761","SS in Creative Arts"
"FACULTY","762","Fine Arts and Music"
"FACULTY","763","Social Studies"
"FACULTY","765","School of Pharmaceutics"
"FACULTY","766","School of Pharmaceutical Chem"
"FACULTY","767","School of Pharmacy"
"FACULTY","768","School of Pharmacy Practice"
"FACULTY","770","Town & Regional Planning"
"FACULTY","771","Hawthorn Institute"
"FACULTY","773","Tech Ed and Dev."
"FACULTY","780","Ballarat University College"
"FACULTY","781","Environmental Studies"
"FACULTY","789","Bio21 Institute"
"FACULTY","790","Inst.Land Food Res."
"FACULTY","791","Inst.Land Food Res.-Dookie"
"FACULTY","792","Inst.Land Food Res-Longerenong"
"FACULTY","793","Inst.Land Food Res-Glenorm'ton"
"FACULTY","794","Inst.Land Food Res- Burnley"
"FACULTY","795","Inst.Land Food Res-G.Chandler"
"FACULTY","796","Inst.Land Food Res.- McMillan"
"FACULTY","800","Student Services"
"FACULTY","802","Graduate Careers Council of Australia"
"FACULTY","811","Melbourne University Bookshop"
"FACULTY","813","Melbourne University Publishing Ltd"
"FACULTY","815","University of Melbourne Student Union"
"FACULTY","816","Graduate Student Association"
"FACULTY","820","Australian National Academy of Music Ltd"
"FACULTY","822","International House"
"FACULTY","824","Medley Hall"
"FACULTY","826","Kendall Hall"
"FACULTY","830","Application Services"
"FACULTY","831","Research and Collections"
"FACULTY","832","Information Management"
"FACULTY","833","Vice Principal Information and Planning Office"
"FACULTY","834","Scholarly Information"
"FACULTY","835","Infrastructure Services"
"FACULTY","836","Maintenance and Renewal"
"FACULTY","837","Information Technology User Services"
"FACULTY","838","University Library"
"FACULTY","839","Information Technology Services;;"
"FACULTY","840","Baillieu Library"
"FACULTY","841","ITS Project Services"
"FACULTY","842","Student Systems"
"FACULTY","843","error"
"FACULTY","849","Melbourne University Sport"
"FACULTY","850","Melbourne Theatre Company"
"FACULTY","857","I.T.S. Services"
"FACULTY","859","University House"
"FACULTY","863","Adv Eng. Centre For Manufact."
"FACULTY","865","CERA Ltd"
"FACULTY","866","NTEU - Melbourne University Branch"
"FACULTY","868","Meanjin Ltd"
"FACULTY","869","CAVAL"
"FACULTY","870","Veterinary Research Institute"
"FACULTY","872","Sch. of Forestry, Creswick Ltd"
"FACULTY","873","Melbourne Ventures Limited"
"FACULTY","876","UoM Commercial Ltd"
"FACULTY","878","Melbourne Business School"
"FACULTY","880","Children's Services"
"FACULTY","884","Nossal Institute Ltd"
"FACULTY","885","Melbourne University Credit Union"
"FACULTY","901","International Office"
"FACULTY","902","Scholarships Office"
"FACULTY","908","Continuing Education"
"FACULTY","909","School of Graduate Studies"
"FACULTY","910","Student Services (Fin. Aid)"
"FACULTY","911","Finance and Accounting (Loans)"
"FACULTY","915","Record Services"
"FACULTY","930","Chancellery"
"FACULTY","931","Administration and Finance"
"FACULTY","932","Engagement"
"FACULTY","933","Strategy and Culture"
"FACULTY","934","Provost"
"FACULTY","935","Research"
"FACULTY","936","Atlantic Fellows for Social Equity"
"FACULTY","937","International"
"FACULTY","938","Australia India Institute"
"FACULTY","950","Environmental Programs"
"FACULTY","951","The Sir Peter MacCallum Department of Oncology"
"FACULTY","952","Florey Department of Neuroscience and Mental Health"
"FACULTY","956","Medical Bionics Department"
"FACULTY","959","MHRI Department of Neuroscience in Mental Health"
"FACULTY","961","MRI Affiliates"
"FACULTY","970","University Services"
"FACULTY","971","Research, Innovation and Commercialisation"
"FACULTY","972","Procurement Services"
"FACULTY","973","Student and Scholarly Services"
"FACULTY","974","Business Intelligence and Reporting"
"FACULTY","975","External Relations"
"FACULTY","976","Finance and Employee Services"
"FACULTY","977","Infrastructure Services"
"FACULTY","978","Legal Services and Governance"
"FACULTY","979","Project Services"
"FACULTY","980","Commercial Services"
"FACULTY","981","Student Accommodation Unit"
"FACULTY","982","Chief Operating Officer Reporting Division"
"FACULTY","983","Digital and Data"
"FACULTY","984","Chief Financial Officer Group"
"FACULTY","985","Property"
"FACULTY","986","Operational Performance Group"
"FACULTY","987","Business Services"
"FACULTY","999","Physical Education"
"FACULTY","DCN","TechnologyOne Student Management DCN"
"FACULTY","MP","Melbourne University Private"
"LOCATION","BAL","Ballarat"
"LOCATION","BEI","Beijing"
"LOCATION","BUR","Burnley"
"LOCATION","CRE","Creswick"
"LOCATION","DOO","Dookie"
"LOCATION","ENT","School of Enterprise"
"LOCATION","GIL","Gilbert Chandler"
"LOCATION","GLE","Glenormiston"
"LOCATION","GSM","Graduate School of Management"
"LOCATION","HAW","Hawthorn"
"LOCATION","HKG","Hong Kong"
"LOCATION","KEW","Kew"
"LOCATION","LON","Longerenong"
"LOCATION","NA","Not entered"
"LOCATION","SHP","Shepparton"
"LOCATION","SNG","Singapore"
"LOCATION","STH","Southbank"
"LOCATION","U","Parkville"
"LOCATION","VCA","Victorian College of the Arts"
"LOCATION","VPA","VCA at Parkville"
"LOCATION","WER","Werribee"
